articleNo,complexNo,articleName,articleRealEstateTypeName,tradeTypeName,floorInfo,priceChangeState,isPriceModification,dealOrWarrantPrc,rentPrc,areaName,pyeongName,area1,area2,direction,articleConfirmYmd,articleFeatureDesc,tagList,buildingName,sameAddrCnt,sameAddrMaxPrc,sameAddrMinPrc,cpName,cpPcArticleUrl,latitude,longitude,realtorName,complexName,매물등록경과일,householdCountByPyeong,dealCount,leaseCount,rentCount,shortTermRentCount,roomCnt,bathroomCnt,averageTotalPrice,dealPriceMin2,dealPriceMax2,dealPricePerSpaceMin,dealPricePerSpaceMax,dealPriceString,dealPricePerSpaceString,leasePriceString,leasePricePerSpaceString,leasePriceRateString,rentPriceString,rentDepositPriceMin2,rentPriceMin2,rentDepositPriceMax2,rentPriceMax2,매매매물출현율,전세매물출현율,월세매물출현율,provider,baseYearMonthDay,dealUpperPriceLimit,dealAveragePrice,dealLowPriceLimit,dealAveragePriceChangeAmount,leaseUpperPriceLimit,leaseAveragePrice,leaseLowPriceLimit,leaseAveragePriceChangeAmount,rentLowPrice,deposit,rentUpperPrice,upperPriceLimit,averagePriceLimit,lowPriceLimit,priceChangeAmount,leasePerDealRate,floorType,downloadDate
2512266917,140889,광교에듀포레,아파트,매매,20/29,SAME,False,13억,,113A,34A,113,84,남동향,2025-03-08,하시입주가 주인거주로 집상태굿 조용한동 공원뷰  초중고인접,['15년이내' '방세개' '화장실두개' '고층'],5003동,4,13억,13억,매경부동산,http://land.mk.co.kr/rd/rd.php?UID=2512266917,37.28359,127.05342,자연앤힐스테이트(단지내)공인중개사사무소,광교에듀포레,3,115,9,1,0,0,3,2,371194,120000,130000,3498,3790,12억~13억,(3498~3790만원/3.3㎡),7억 9000,(2303만원/3.3㎡),61~66%,,,,,,7.8%,0.0%,0.0%,kbstar,2025-03-07,121000,116000,106500,0,77000,69000,66500,0,215,10000,250,77000,69000,66500,0,62~63%,중층,2025-03-11 22:19:39
2512268039,140889,광교에듀포레,아파트,매매,19/29,SAME,False,13억,,113A,34A,113,84,남동향,2025-03-08,로얄동 로얄층 집 상태 깨끗 전망 좋음전철역학원 도보이용,['15년이내' '방세개' '화장실두개' '중층'],5003동,4,13억,13억,매경부동산,http://land.mk.co.kr/rd/rd.php?UID=2512268039,37.28359,127.05342,자연앤힐스테이트(단지내)공인중개사사무소,광교에듀포레,3,115,9,1,0,0,3,2,371194,120000,130000,3498,3790,12억~13억,(3498~3790만원/3.3㎡),7억 9000,(2303만원/3.3㎡),61~66%,,,,,,7.8%,0.0%,0.0%,kbstar,2025-03-07,121000,116000,106500,0,77000,69000,66500,0,215,10000,250,77000,69000,66500,0,62~63%,중층,2025-03-11 22:19:39
2512944348,140889,광교에듀포레,아파트,매매,저/29,SAME,False,12억,,101A,30A,101,75,남서향,2025-03-11,채광좋고 트인뷰  초중  학원가 초인접 광교중앙역도보권,['15년이내' '방세개' '화장실두개' '세대당1대'],5001동,1,12억,12억,매경부동산,http://land.mk.co.kr/rd/rd.php?UID=2512944348,37.284092,127.052793,바른부동산중개,광교에듀포레,0,50,4,0,0,0,3,2,331184,110000,125000,3594,4084,11억~12억 5000,(3594~4084만원/3.3㎡),,,,,,,,,8.0%,0.0%,0.0%,kbstar,2025-03-07,110000,106000,96500,0,66500,64500,60000,0,200,10000,210,66500,64500,60000,0,60~62%,저층,2025-03-11 22:19:39
2512898081,140889,광교에듀포레,아파트,전세,저/29,SAME,False,7억 9000,,113A,34A,113,84,남동향,2025-03-11,예쁜숲뷰햇살 밝은집관리 잘된 깨끗한집입주일협의,['15년이내' '방세개' '화장실두개' '세대당1대'],5003동,1,7억 9000,7억 9000,매경부동산,http://land.mk.co.kr/rd/rd.php?UID=2512898081,37.28359,127.05342,광교로뎀공인,광교에듀포레,0,115,9,1,0,0,3,2,371194,120000,130000,3498,3790,12억~13억,(3498~3790만원/3.3㎡),7억 9000,(2303만원/3.3㎡),61~66%,,,,,,7.8%,0.0%,0.0%,kbstar,2025-03-07,121000,116000,106500,0,77000,69000,66500,0,215,10000,250,77000,69000,66500,0,62~63%,저층,2025-03-11 22:19:39
2512767503,140889,광교에듀포레,아파트,매매,저/20,SAME,False,11억 5000,,100B,30B,100,75,남서향,2025-03-11,판상형.입주일협의.초.중바로앞.광교학원가.전철역 도보7분.혜령호수공원산책,['15년이내' '방세개' '화장실두개' '세대당1대'],5002동,4,11억 5000,11억 5000,매경부동산,http://land.mk.co.kr/rd/rd.php?UID=2512767503,37.283678,127.052822,광교에듀포레공인중개사사무소,광교에듀포레,0,18,3,0,1,0,3,2,330353,105000,122000,3439,3996,10억 5000~12억 2000,(3439~3996만원/3.3㎡),,,,1억/230,10000,230,10000,230,16.7%,5.6%,0.0%,kbstar,2025-03-07,110000,106000,96500,0,66500,64500,60000,0,200,10000,210,66500,64500,60000,0,60~62%,저층,2025-03-11 22:19:39
2512933527,140889,광교에듀포레,아파트,월세,저/20,SAME,False,1억,230,100B,30B,100,75,남서향,2025-03-11,전망좋고 광교중앙역이용 편리 입주협의 백화점 호수공원학교학원이용편리,['15년이내' '방세개' '화장실두개' '세대당1대'],5002동,4,1억/230,1억/230,매경부동산,http://land.mk.co.kr/rd/rd.php?UID=2512933527,37.283678,127.052822,자연앤힐스테이트(단지내)공인중개사사무소,광교에듀포레,0,18,3,0,1,0,3,2,330353,105000,122000,3439,3996,10억 5000~12억 2000,(3439~3996만원/3.3㎡),,,,1억/230,10000,230,10000,230,16.7%,5.6%,0.0%,kbstar,2025-03-07,110000,106000,96500,0,66500,64500,60000,0,200,10000,210,66500,64500,60000,0,60~62%,저층,2025-03-11 22:19:39
2512619435,140889,광교에듀포레,아파트,매매,저/29,SAME,False,13억,,113A,34A,113,84,남동향,2025-03-10,33주인거주날짜협의가능금액협의가능,['15년이내' '방세개' '화장실두개' '세대당1대'],5003동,1,13억,13억,매경부동산,http://land.mk.co.kr/rd/rd.php?UID=2512619435,37.28359,127.05342,힐스탑(204-4002)공인중개사사무소,광교에듀포레,1,115,9,1,0,0,3,2,371194,120000,130000,3498,3790,12억~13억,(3498~3790만원/3.3㎡),7억 9000,(2303만원/3.3㎡),61~66%,,,,,,7.8%,0.0%,0.0%,kbstar,2025-03-07,121000,116000,106500,0,77000,69000,66500,0,215,10000,250,77000,69000,66500,0,62~63%,저층,2025-03-11 22:19:39
2511892125,140889,광교에듀포레,아파트,매매,저/29,SAME,False,12억,,101A,30A,101,75,남서향,2025-03-07,판상형.거실.방 넓음.주인거주 집 깨끗.초.중바로앞.학원가.전철역도보.,['15년이내' '방세개' '화장실두개' '세대당1대'],5003동,1,12억,12억,매경부동산,http://land.mk.co.kr/rd/rd.php?UID=2511892125,37.28359,127.05342,광교에듀포레공인중개사사무소,광교에듀포레,4,50,4,0,0,0,3,2,331184,110000,125000,3594,4084,11억~12억 5000,(3594~4084만원/3.3㎡),,,,,,,,,8.0%,0.0%,0.0%,kbstar,2025-03-07,110000,106000,96500,0,66500,64500,60000,0,200,10000,210,66500,64500,60000,0,60~62%,저층,2025-03-11 22:19:39
2511881467,140889,광교에듀포레,아파트,매매,저/29,SAME,False,12억 2000,,113A,34A,113,84,남서향,2025-03-07,주인거주 입주협의 언제든지 채광 조경조망 좋은집,['15년이내' '방세개' '화장실두개' '세대당1대'],5003동,2,12억 2000,12억 2000,부동산렛츠,http://rego.kr/rd/rd.asp?UID=2511881467,37.28359,127.05342,동행(광교)공인중개사사무소,광교에듀포레,4,115,9,1,0,0,3,2,371194,120000,130000,3498,3790,12억~13억,(3498~3790만원/3.3㎡),7억 9000,(2303만원/3.3㎡),61~66%,,,,,,7.8%,0.0%,0.0%,kbstar,2025-03-07,121000,116000,106500,0,77000,69000,66500,0,215,10000,250,77000,69000,66500,0,62~63%,저층,2025-03-11 22:19:39
2511890819,140889,광교에듀포레,아파트,매매,저/20,INCREASE,True,10억 5000,,100B,30B,100,75,남서향,2025-03-07,입주협의.초.중 .학원 가까움.전철역도보7분.아울렛.백화점.호수공원가까움,['15년이내' '방세개' '화장실두개' '세대당1대'],5002동,2,10억 5000,10억 5000,매경부동산,http://land.mk.co.kr/rd/rd.php?UID=2511890819,37.283678,127.052822,광교에듀포레공인중개사사무소,광교에듀포레,4,18,3,0,1,0,3,2,330353,105000,122000,3439,3996,10억 5000~12억 2000,(3439~3996만원/3.3㎡),,,,1억/230,10000,230,10000,230,16.7%,5.6%,0.0%,kbstar,2025-03-07,110000,106000,96500,0,66500,64500,60000,0,200,10000,210,66500,64500,60000,0,60~62%,저층,2025-03-11 22:19:39
2511892766,140889,광교에듀포레,아파트,매매,저/29,SAME,False,13억,,113A,34A,113,84,남동향,2025-03-07,전세안고 올수리된 깨끗한집.아늑한단지전망초.중.학원가인접.전철역 도보,['15년이내' '올수리' '방세개' '화장실두개'],5001동,1,13억,13억,매경부동산,http://land.mk.co.kr/rd/rd.php?UID=2511892766,37.284092,127.052793,광교에듀포레공인중개사사무소,광교에듀포레,4,115,9,1,0,0,3,2,371194,120000,130000,3498,3790,12억~13억,(3498~3790만원/3.3㎡),7억 9000,(2303만원/3.3㎡),61~66%,,,,,,7.8%,0.0%,0.0%,kbstar,2025-03-07,121000,116000,106500,0,77000,69000,66500,0,215,10000,250,77000,69000,66500,0,62~63%,저층,2025-03-11 22:19:39
2511817864,140889,광교에듀포레,아파트,매매,고/29,SAME,False,13억,,113A,34A,113,84,남동향,2025-03-06,로얄동로얄층.트인전망.조용한동.광교학세권.전철역도보.체육센타인접,['15년이내' '방세개' '화장실두개' '고층'],5001동,1,13억,13억,매경부동산,http://land.mk.co.kr/rd/rd.php?UID=2511817864,37.284092,127.052793,광교에듀포레공인중개사사무소,광교에듀포레,5,115,9,1,0,0,3,2,371194,120000,130000,3498,3790,12억~13억,(3498~3790만원/3.3㎡),7억 9000,(2303만원/3.3㎡),61~66%,,,,,,7.8%,0.0%,0.0%,kbstar,2025-03-07,121000,116000,106500,0,77000,69000,66500,0,215,10000,250,77000,69000,66500,0,62~63%,고층,2025-03-11 22:19:39
2511812605,140889,광교에듀포레,아파트,매매,고/29,SAME,False,13억,,113A,34A,113,84,남동향,2025-03-06,주인거주사색공원 수원시전망전철역도보10분초중도보3분학원가,['15년이내' '방세개' '화장실두개' '고층'],5001동,1,13억,13억,매경부동산,http://land.mk.co.kr/rd/rd.php?UID=2511812605,37.284092,127.052793,광교에듀포레공인중개사사무소,광교에듀포레,5,115,9,1,0,0,3,2,371194,120000,130000,3498,3790,12억~13억,(3498~3790만원/3.3㎡),7억 9000,(2303만원/3.3㎡),61~66%,,,,,,7.8%,0.0%,0.0%,kbstar,2025-03-07,121000,116000,106500,0,77000,69000,66500,0,215,10000,250,77000,69000,66500,0,62~63%,고층,2025-03-11 22:19:39
2511124439,140889,광교에듀포레,아파트,매매,중/29,SAME,False,11억,,101A,30A,101,75,남동향,2025-03-04,세안고매매 광교에듀타운 초등학교 중학교 근접,['15년이내' '방세개' '화장실두개' '중층'],5001동,2,11억,11억,한경부동산,https://realestate.hankyung.com/naver-listing?UID=2511124439,37.284092,127.052793,금호부동산중개법인 주식회사,광교에듀포레,7,50,4,0,0,0,3,2,331184,110000,125000,3594,4084,11억~12억 5000,(3594~4084만원/3.3㎡),,,,,,,,,8.0%,0.0%,0.0%,kbstar,2025-03-07,110000,106000,96500,0,66500,64500,60000,0,200,10000,210,66500,64500,60000,0,60~62%,중층,2025-03-11 22:19:39
2510856520,140889,광교에듀포레,아파트,매매,중/29,SAME,False,12억 5000,,101A,30A,101,75,남서향,2025-03-01,판상형.주인거주사색공원뻥뚤린뷰초중가깝고광교학원가중앙역7분,['15년이내' '방세개' '화장실두개' '중층'],5003동,1,12억 5000,12억 5000,매경부동산,http://land.mk.co.kr/rd/rd.php?UID=2510856520,37.28359,127.05342,광교에듀포레공인중개사사무소,광교에듀포레,10,50,4,0,0,0,3,2,331184,110000,125000,3594,4084,11억~12억 5000,(3594~4084만원/3.3㎡),,,,,,,,,8.0%,0.0%,0.0%,kbstar,2025-03-07,110000,106000,96500,0,66500,64500,60000,0,200,10000,210,66500,64500,60000,0,60~62%,중층,2025-03-11 22:19:39
2510888858,140889,광교에듀포레,아파트,매매,고/29,SAME,False,12억,,113A,34A,113,84,남동향,2025-03-01,트인전망.집깨끗.세안고.초.중.바로앞.광교학원가.전철역도보,['15년이내' '방세개' '화장실두개' '고층'],5001동,2,12억,12억,매경부동산,http://land.mk.co.kr/rd/rd.php?UID=2510888858,37.284092,127.052793,광교에듀포레공인중개사사무소,광교에듀포레,10,115,9,1,0,0,3,2,371194,120000,130000,3498,3790,12억~13억,(3498~3790만원/3.3㎡),7억 9000,(2303만원/3.3㎡),61~66%,,,,,,7.8%,0.0%,0.0%,kbstar,2025-03-07,121000,116000,106500,0,77000,69000,66500,0,215,10000,250,77000,69000,66500,0,62~63%,고층,2025-03-11 22:19:39
2510856643,140889,광교에듀포레,아파트,매매,중/20,SAME,False,12억 2000,,100B,30B,100,75,남서향,2025-03-01,판상형입주날짜협의초중고학원가인접전철역도보7분,['15년이내' '방세개' '화장실두개' '중층'],5002동,1,12억 2000,12억 2000,매경부동산,http://land.mk.co.kr/rd/rd.php?UID=2510856643,37.283678,127.052822,광교에듀포레공인중개사사무소,광교에듀포레,10,18,3,0,1,0,3,2,330353,105000,122000,3439,3996,10억 5000~12억 2000,(3439~3996만원/3.3㎡),,,,1억/230,10000,230,10000,230,16.7%,5.6%,0.0%,kbstar,2025-03-07,110000,106000,96500,0,66500,64500,60000,0,200,10000,210,66500,64500,60000,0,60~62%,중층,2025-03-11 22:19:39
2510603996,140889,광교에듀포레,아파트,매매,고/29,SAME,False,12억 5000,,113A,34A,113,84,남동향,2025-02-27,주인거주.집깨끗.트인전망.초.중.학원가바로 앞.전철역도보.백화점도보,['15년이내' '방세개' '화장실두개' '고층'],5003동,1,12억 5000,12억 5000,매경부동산,http://land.mk.co.kr/rd/rd.php?UID=2510603996,37.28359,127.05342,광교에듀포레공인중개사사무소,광교에듀포레,12,115,9,1,0,0,3,2,371194,120000,130000,3498,3790,12억~13억,(3498~3790만원/3.3㎡),7억 9000,(2303만원/3.3㎡),61~66%,,,,,,7.8%,0.0%,0.0%,kbstar,2025-03-07,121000,116000,106500,0,77000,69000,66500,0,215,10000,250,77000,69000,66500,0,62~63%,고층,2025-03-11 22:19:39
2512839460,136913,광교더리브,아파트,전세,6/27,SAME,False,6억 5000,,112E,34E,112,84,남동향,2025-03-11,융자무  하시입주가능,['15년이내' '융자금없는' '방세개' '화장실두개'],6205동,3,6억 5000,6억 5000,매경부동산,http://land.mk.co.kr/rd/rd.php?UID=2512839460,37.288321,127.064415,더리브 축복공인중개사사무소,광교더리브,0,302,29,5,1,0,3,2,323370,100000,130000,2938,3820,10억~13억,(2938~3820만원/3.3㎡),5억 9000~7억,(1734~2057만원/3.3㎡),45~70%,3억/150,30000,150,30000,150,9.6%,0.3%,0.0%,kbstar,2025-03-07,116500,109000,100000,0,65500,61000,58000,0,0,0,0,65500,61000,58000,0,56~58%,저층,2025-03-11 22:19:39
2512795744,136913,광교더리브,아파트,매매,4/23,SAME,False,11억,,99B,30B,99,74,남서향,2025-03-11,원천호수뷰 주인거주 조율가능,['15년이내' '방세개' '화장실두개' '세대당1대'],6204동,5,11억,11억,매경부동산,http://land.mk.co.kr/rd/rd.php?UID=2512795744,37.288242,127.06393,더리브 행복한광교공인중개사사무소,광교더리브,0,36,6,0,0,0,3,2,285127,105000,110000,3499,3666,10억 5000~11억,(3499~3666만원/3.3㎡),,,,,,,,,16.7%,0.0%,0.0%,kbstar,2025-03-07,102000,97500,92000,0,53500,50000,46000,0,0,0,0,53500,50000,46000,0,50~52%,저층,2025-03-11 22:19:39
2512747260,136913,광교더리브,아파트,매매,26/27,SAME,False,12억,,112E,34E,112,84,남서향,2025-03-11,햇살가득한집 뻥뚫린 씨티뷰 거실바닥중문LED,['15년이내' '방세개' '화장실두개' '고층'],6207동,3,12억,12억,매경부동산,http://land.mk.co.kr/rd/rd.php?UID=2512747260,37.289489,127.063659,광교 센트럴뷰 단지내공인중개사사무소,광교더리브,0,302,29,5,1,0,3,2,323370,100000,130000,2938,3820,10억~13억,(2938~3820만원/3.3㎡),5억 9000~7억,(1734~2057만원/3.3㎡),45~70%,3억/150,30000,150,30000,150,9.6%,0.3%,0.0%,kbstar,2025-03-07,116500,109000,100000,0,65500,61000,58000,0,0,0,0,65500,61000,58000,0,56~58%,고층,2025-03-11 22:19:39
